,name,host_id,host_name,host_location,latitude,longitude,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,amenities,first_review,last_review,license,hosts_time_as_user_years,hosts_time_as_host_years,host_listings_count,accommodates,bathrooms,bedrooms,beds,reviews_per_month,price,minimum_nights,maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count
1012,Design Apartment in Barcelona,21882055,Nicolas,"Barcelona, Spain",41.37246,2.16491,t,t,t,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Hot water kettle"", ""Central air conditioning"", ""Freezer"", ""Dishes and silverware"", ""Coffee"", ""Central heating"", ""Loreal  shampoo"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Toaster"", ""Waterfront"", ""Portable fans"", ""Paid parking lot off premises"", ""Outdoor dining area"", ""Dedicated workspace"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Outdoor shower"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Baking sheet"", ""Coffee maker: Nespresso, pour-over coffee"", ""Cooking basics"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""BALAY gas stove"", ""Books and reading material"", ""Nivea  body soap"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture""]",2014-10-08,2026-06-22,Barcelona - Regional registration number<br />HUTB-001798<br /><br />Spain - National registration number<br />ESFCTU00000806900006382000000000000000000HUTB-0017989,11.0,11.0,1.0,2.0,1.0,1.0,1.0,4.61,213.4,1.0,1125.0,1125.0,3.3,1125.0,7,24,39,280,5.0,2.0,5.0,1.0,255,54417.0,4.82,4.86,4.78,4.86,4.93,4.83,4.72,1.0
1013,Large Luxurious Central Apartment,893805,Phil And Fiona,"Barcelona, Spain",41.39256,2.16983,t,t,t,la Dreta de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Free dryer"", ""Game console"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Courtyard view"", ""Children\u2019s books and toys"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Paid parking off premises"", ""Children\u2019s dinnerware"", ""Coffee"", ""Babysitter recommendations"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Housekeeping available 24 hours, every day - available at extra cost"", ""Hair dryer"", ""Toaster"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Baby bath"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""TV with standard cable, DVD player, Netflix"", ""Pack \u2019n play/Travel crib"", ""Wifi"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""High chair"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Conditioner""]",2014-10-24,2026-06-04,Barcelona - Regional registration number<br />HUTB-004074<br /><br />Spain - National registration number<br />ESFCTU00000805400018946500000000000000000HUTB-0040787,14.0,14.0,12.0,6.0,2.0,3.0,4.0,0.3,353.76,1.0,29.0,29.0,2.0,29.0,4,22,52,232,5.0,2.0,2.0,1.0,255,4900.0,4.88,4.87,4.88,4.92,4.9,4.93,4.76,12.0
1014,City view apartment with private terrace,1432835,Ángel,"Barcelona, Spain",41.38857590000001,2.1549455,t,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Crib"", ""Dishes and silverware"", ""Doorman"", ""Heating"", ""Bed linens"", ""Hangers"", ""Induction stove"", ""Kitchen"", ""Hair dryer"", ""43 inch HDTV with Apple TV, Netflix, standard cable"", ""Outdoor dining area"", ""Microwave"", ""Elevator"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Paid clamp on table seat high chair - available upon request"", ""Coffee maker"", ""Paid parking on premises"", ""Shampoo"", ""Cooking basics"", ""City skyline view"", ""Body soap"", ""Hot water"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""Iron"", ""Room-darkening shades"", ""Essentials"", ""Outdoor furniture"", ""Noise decibel monitors on property""]",2015-04-18,2026-06-07,Spain - National registration number<br />ESFCTU00000805600073077700000000000000000HUTB-0086624<br /><br />Barcelona - Regional registration number<br />HUTB-012023,14.0,14.0,45.0,4.0,1.0,2.0,3.0,2.46,245.5,2.0,1125.0,1125.0,3.9,1125.0,8,28,58,168,5.0,39.0,2.0,33.0,234,57447.0,4.63,4.79,4.69,4.78,4.81,4.84,4.58,43.0
1015,Enjoy and Work  in a Design Quiet and Bright apt.,10601536,Mercedes,"Barcelona, Spain",41.39659,2.19914,t,t,t,el Poblenou,Sant Martí,Entire rental unit,Entire home/apt,"[""Private patio or balcony"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Central air conditioning"", ""Dryer"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Coffee"", ""Shared beach access \u2013 Beachfront"", ""Central heating"", ""Smoke alarm"", ""Doorman"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Folding or convertible high chair - always at the listing"", ""Kitchen"", ""Dishwasher"", ""Hair dryer"", ""Toaster"", ""Pack \u2019n play/Travel crib - always at the listing"", ""Portable fans"", ""Dedicated workspace"", ""Paid street parking off premises"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Clothing storage: wardrobe"", ""Paid parking on premises"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Fire extinguisher"", ""Refrigerator"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Room-darkening shades"", ""TV with Netflix"", ""Essentials"", ""Extra pillows and blankets"", ""Outdoor furniture"", ""Noise decibel monitors on property""]",2014-10-20,2026-05-22,Barcelona - Regional registration number<br />HUTB-009137<br /><br />Spain - National registration number<br />ESFCTU00000807200089996200000000000000000HUTB-0091376,12.0,12.0,1.0,4.0,2.0,2.0,2.0,1.65,309.26,2.0,1125.0,1125.0,5.9,1125.0,17,37,67,173,5.0,17.0,0.0,18.0,102,31545.0,4.85,4.84,4.89,4.93,4.96,4.66,4.51,1.0
1016,Apartment Marti,5414684,Alex,"Barcelona, Spain",41.41884,2.18805,f,t,t,Navas,Sant Andreu,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Private entrance"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Smoke alarm"", ""Heating"", ""Laundromat nearby"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV"", ""Microwave"", ""Elevator"", ""Wifi"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Cooking basics"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Clothing storage: closet"", ""Iron"", ""Noise decibel monitors on property""]",2014-11-08,2026-06-22,Spain - National registration number<br />ESFCTU00000806200028596400000000000000000HUTB-0111371<br /><br />Barcelona - Regional registration number<br />HUTB-011137,13.0,13.0,7.0,5.0,1.0,3.0,4.0,1.98,264.0,2.0,365.0,365.0,4.5,365.0,3,11,36,125,5.0,24.0,4.0,26.0,144,38016.0,4.75,4.72,4.63,4.85,4.79,4.61,4.6,6.0
1017,Gran de Gracia,400416,Cens Sl,"Barcelona, Spain",41.40242,2.15462,f,t,t,la Vila de Gràcia,Gràcia,Entire rental unit,Entire home/apt,"[""Stove"", ""Refrigerator"", ""Wifi"", ""Air conditioning"", ""Microwave"", ""Kitchen"", ""Coffee maker"", ""Hair dryer"", ""Patio or balcony"", ""Dishes and silverware"", ""Paid parking off premises"", ""Essentials"", ""Hot water"", ""Washer"", ""Heating""]",2014-10-27,2026-06-10,Barcelona - Regional registration number<br />HUTB-009818<br /><br />Spain - National registration number<br />ESFCTU00000806600045300200000000000000000HUTB-0098188,15.0,15.0,1.0,4.0,1.0,1.0,2.0,1.0,207.25,4.0,31.0,31.0,4.0,31.0,2,10,32,32,142.0,29.0,3.0,39.0,232,48082.0,4.42,4.47,4.43,4.8,4.9,4.82,4.27,1.0
1018,Comfortable apartment near Diagonal Avenue,18132283,Rosaura,"Canary Islands, Spain",41.39427,2.145,t,t,t,Sant Gervasi - Galvany,Sarrià-Sant Gervasi,Entire rental unit,Entire home/apt,"[""AC - split type ductless system"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Free dryer \u2013 In unit"", ""Hot water kettle"", ""Coffee maker: espresso machine"", ""Freezer"", ""Oven"", ""Crib"", ""Dishes and silverware"", ""Children\u2019s dinnerware"", ""Coffee"", ""First aid kit"", ""Single level home"", ""Smoke alarm"", ""Heating"", ""Beach essentials"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""Toaster"", ""Paid parking lot off premises"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""60 inch HDTV with Netflix, standard cable, DVD player, premium cable"", ""Carbon monoxide alarm"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Drying rack for clothing"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Shampoo"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Baking sheet"", ""Blender"", ""Cooking basics"", ""Smart lock"", ""Bosch stainless steel induction stove"", ""Hot water"", ""Body soap"", ""Long term stays allowed"", ""Refrigerator"", ""Shower gel"", ""Clothing storage: closet"", ""High chair"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Self check-in"", ""Safe"", ""Essentials"", ""Extra pillows and blankets"", ""Conditioner"", ""Bidet""]",2016-06-20,2026-05-31,Spain - National registration number<br />ESFCTU00000805900005254200000000000000000HUTB-0049834<br /><br />Barcelona - Regional registration number<br />HUTB-004983,11.0,11.0,1.0,5.0,2.0,3.0,3.0,1.99,433.0,1.0,365.0,365.0,3.7,364.0,15,45,74,335,5.0,15.0,2.0,24.0,90,38970.0,4.92,4.9,4.9,4.89,4.96,4.85,4.77,1.0
1019,Spacious Mid century Modern Loft,15065217,Edwin,"Barcelona, Spain",41.37303,2.16195,t,t,t,el Poble Sec,Sants-Montjuïc,Entire rental unit,Entire home/apt,"[""Central air conditioning"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Smoke alarm"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Patio or balcony"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Microwave"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Ethernet connection"", ""Cooking basics"", ""Smart lock"", ""Fire extinguisher"", ""Body soap"", ""Hot water"", ""Long term stays allowed"", ""Refrigerator"", ""Iron"", ""Room-darkening shades"", ""Self check-in"", ""Essentials"", ""Extra pillows and blankets""]",2015-02-14,2026-06-17,Spain - National registration number<br />ESFCTU000008069000300789000000000000000000HUTB0096280<br /><br />Barcelona - Regional registration number<br />HUTB009628,12.0,12.0,2.0,2.0,1.0,1.0,1.0,4.13,183.16,2.0,1125.0,1125.0,9.9,1125.0,9,35,52,232,5.0,46.0,5.0,40.0,255,46706.0,4.88,4.92,4.78,4.93,4.96,4.81,4.79,1.0
1020,Charming apartment in a real Barcelona surrounding,1260560,Ralph,"Barcelona, Spain",41.38392,2.1556,f,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Oven"", ""Dishes and silverware"", ""Smoke alarm"", ""Doorman"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Paid parking lot off premises"", ""Exterior security cameras on property"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Microwave"", ""Elevator"", ""Clothing storage"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Shower gel"", ""High chair"", ""Iron"", ""Self check-in"", ""Keypad"", ""Essentials""]",2014-12-27,2026-05-11,Barcelona - Regional registration number<br />HUTB-011012,14.0,14.0,4.0,5.0,2.0,3.0,5.0,1.21,266.5,2.0,1125.0,1125.0,3.8,1125.0,15,30,60,335,170.0,15.0,0.0,13.0,90,23985.0,4.51,4.59,4.55,4.71,4.71,4.64,4.48,4.0
1021,Beautiful flat in Eixample 5,10231574,Graciela,"Barcelona, Spain",41.38238,2.14829,f,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Coffee maker: Nespresso"", ""Private entrance"", ""Dryer"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Coffee"", ""Shared beach access \u2013 Beachfront"", ""Free street parking"", ""First aid kit"", ""Babysitter recommendations"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Dedicated workspace"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Wifi"", ""Shampoo"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Essentials"", ""Extra pillows and blankets"", ""Conditioner""]",2015-01-04,2025-01-04,Barcelona - Regional registration number<br />HUTB-003774,12.0,12.0,2.0,4.0,2.0,2.0,3.0,0.48,456.5,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,76,67.0,0.0,0.0,1.0,0,0.0,4.78,4.76,4.87,4.85,4.85,4.7,4.58,2.0
1022,Beautiful Flat in Eixample 4,10231574,Graciela,"Barcelona, Spain",41.38139,2.14882,f,t,t,la Nova Esquerra de l'Eixample,Eixample,Entire rental unit,Entire home/apt,"[""Hot water kettle"", ""Coffee maker: Nespresso"", ""Private entrance"", ""Dryer"", ""Children\u2019s books and toys"", ""Freezer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Coffee"", ""Free street parking"", ""Board games"", ""First aid kit"", ""Babysitter recommendations"", ""Heating"", ""Laundromat nearby"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Toaster"", ""Dedicated workspace"", ""Bathtub"", ""Microwave"", ""Elevator"", ""Wifi"", ""Shared beach access"", ""Shampoo"", ""Ethernet connection"", ""Wine glasses"", ""Cooking basics"", ""Body soap"", ""Hot water"", ""Washer"", ""Long term stays allowed"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Clothing storage: closet"", ""Cleaning products"", ""Room-darkening shades"", ""Iron"", ""Safe"", ""Essentials"", ""Extra pillows and blankets"", ""Conditioner""]",2015-03-07,2026-05-25,Barcelona - Regional registration number<br />HUTB-003775<br /><br />Spain - National registration number<br />ESFCTU00000806700054951100000000000000000HUTB-0037752,12.0,12.0,2.0,4.0,2.0,2.0,3.0,0.46,285.5,2.0,1125.0,1125.0,2.0,1125.0,0,0,0,77,63.0,7.0,0.0,4.0,42,11991.0,4.56,4.73,4.73,4.76,4.65,4.68,4.33,2.0
1023,"Stylish 1 Bed City Pad, Eixample -communal terrace",3590196,DestinationBCN - Apartments & Rooms,"Barcelona, Spain",41.38702301934113,2.1644681472808727,t,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire serviced apartment,Entire home/apt,"[""Hot water kettle"", ""Coffee maker: Nespresso"", ""Dryer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Doorman"", ""Heating"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Electric stove"", ""Hair dryer"", ""TV with standard cable"", ""Toaster"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Shampoo"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Safe"", ""Essentials"", ""Conditioner""]",2015-05-28,2026-05-30,Spain - National registration number<br />ESFCTU00120805600048973600000000000000000HUTB-0012615<br /><br />Barcelona - Regional registration number<br />HUTB-001261,13.0,13.0,18.0,2.0,1.0,1.0,1.0,1.53,288.0,1.0,15.0,15.0,3.0,15.0,9,21,30,119,5.0,25.0,2.0,29.0,150,43200.0,4.93,4.95,4.96,4.96,4.97,4.93,4.81,18.0
1024,Romantic 1 Bed Penthouse + Terrace,3590196,DestinationBCN - Apartments & Rooms,"Barcelona, Spain",41.38554,2.16438,t,t,t,el Raval,Ciutat Vella,Entire serviced apartment,Entire home/apt,"[""Hot water kettle"", ""Dryer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Doorman"", ""Heating"", ""Stove"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Patio or balcony"", ""Hair dryer"", ""TV with standard cable"", ""Toaster"", ""Malin+Goetz conditioner"", ""Bathtub"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Outdoor shower"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Blender"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Malin+Goetz shampoo"", ""Essentials""]",2014-12-27,2026-06-11,Spain - National registration number<br />ESFCTU00I10805600048973600000000000000000HUTB-0012719<br /><br />Barcelona - Regional registration number<br />HUTB-001271,13.0,13.0,18.0,2.0,1.0,1.0,1.0,1.09,325.5,1.0,15.0,15.0,3.0,15.0,14,37,62,165,153.0,16.0,1.0,20.0,96,31248.0,4.95,4.97,4.97,4.96,4.98,4.95,4.79,18.0
1025,"2 Bed/1 bath, bay window, Eixample, shared terrace",3590196,DestinationBCN - Apartments & Rooms,"Barcelona, Spain",41.38625,2.16516,t,t,t,la Dreta de l'Eixample,Eixample,Entire serviced apartment,Entire home/apt,"[""Hot water kettle"", ""Dryer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Trash compactor"", ""Doorman"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Toaster"", ""Malin+Goetz conditioner"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Wine glasses"", ""Blender"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Malin+Goetz shampoo"", ""Safe"", ""Essentials""]",2015-07-05,2026-06-02,Spain - National registration number<br />ESFCTU00C20805600048973600000000000000000HUTB-0012675<br /><br />Barcelona - Regional registration number<br />HUTB-001267,13.0,13.0,18.0,4.0,1.0,2.0,3.0,1.37,369.0,1.0,15.0,15.0,3.0,15.0,4,12,25,108,183.0,23.0,1.0,22.0,138,50922.0,4.92,4.94,4.96,4.96,4.95,4.93,4.78,18.0
1026,Stylish 1 Bed Apt Placa Catalunya-communal terrace,3590196,DestinationBCN - Apartments & Rooms,"Barcelona, Spain",41.3873,2.16419,t,t,t,l'Antiga Esquerra de l'Eixample,Eixample,Entire serviced apartment,Entire home/apt,"[""Hot water kettle"", ""Dryer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Doorman"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Toaster"", ""Malin+Goetz conditioner"", ""Microwave"", ""Drying rack for clothing"", ""Wifi"", ""Coffee maker"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Blender"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Malin+Goetz shampoo"", ""Essentials""]",2015-01-15,2026-05-25,Spain - National registration number<br />ESFCTU00D20805600048973600000000000000000HUTB-0012636<br /><br />Barcelona - Regional registration number<br />HUTB-001263,13.0,13.0,18.0,2.0,1.0,1.0,1.0,1.25,312.0,1.0,15.0,15.0,4.4,15.0,16,32,41,77,174.0,25.0,0.0,21.0,150,46800.0,4.93,4.95,4.91,4.95,4.97,4.93,4.8,18.0
1027,1 bed city-centre apartment with communal terrace,3590196,DestinationBCN - Apartments & Rooms,"Barcelona, Spain",41.3851,2.16436,t,t,t,el Raval,Ciutat Vella,Entire serviced apartment,Entire home/apt,"[""Hot water kettle"", ""Dryer"", ""Oven"", ""Dishes and silverware"", ""Paid parking off premises"", ""Doorman"", ""Heating"", ""Stove"", ""Dining table"", ""Bed linens"", ""Hangers"", ""Dishwasher"", ""Kitchen"", ""Hair dryer"", ""TV with standard cable"", ""Toaster"", ""Malin+Goetz conditioner"", ""Bathtub"", ""Microwave"", ""Drying rack for clothing"", ""Clothing storage"", ""Wifi"", ""Coffee maker"", ""Shampoo"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Blender"", ""Cooking basics"", ""Fire extinguisher"", ""Hot water"", ""Washer"", ""Refrigerator"", ""Air conditioning"", ""Host greets you"", ""Shower gel"", ""Iron"", ""Essentials""]",2015-05-25,2026-06-04,Spain - National registration number<br />ESFCTU00D10805600048973600000000000000000HUTB-0012646<br /><br />Barcelona - Regional registration number<br />HUTB-001264,13.0,13.0,18.0,2.0,1.0,1.0,1.0,0.81,264.33,1.0,15.0,15.0,3.0,15.0,16,39,50,134,110.0,22.0,2.0,17.0,132,34892.0,4.93,4.96,4.97,4.96,4.99,4.97,4.91,18.0
